"Winner","B_current_lose_streak","B_current_win_streak","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO_TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Height_cms","B_Reach_cms","B_Weight_lbs","B_age","B_Stance_Open_Stance","B_Stance_Orthodox","B_Stance_Southpaw","B_Stance_Switch","R_current_lose_streak","R_current_win_streak","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO_TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","R_Stance_Open_Stance","R_Stance_Orthodox","R_Stance_Southpaw","R_Stance_Switch"
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,177.8,205,34,0,1,0,0,3,0,1,3,11,0,0,0,0,1,0,0,1,185.42,190.5,205,33,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,167.64,125,23,0,1,0,0,0,1,1,1,5,0,0,0,1,0,0,0,1,160.02,170.18,135,22,0,1,0,0
"Red",1,0,3,2,18,0,0,1,3,0,0,0,4,160.02,160.02,125,31,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,165.1,170.18,125,28,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,177.8,177.8,145,28,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,182.88,145,24,0,0,1,0
"Red",1,0,3,5,29,2,0,0,5,0,1,0,6,185.42,187.96,205,36,0,0,1,0,0,8,8,1,31,5,0,0,3,3,5,0,11,193.04,213.36,205,25,0,1,0,0
"Red",1,0,4,5,28,0,0,1,0,4,3,1,9,187.96,185.42,185,29,0,1,0,0,1,0,4,5,42,1,0,1,4,8,0,0,13,185.42,190.5,185,34,0,1,0,0
"Red",0,1,3,6,36,0,1,0,3,6,0,1,11,193.04,208.28,240,37,0,1,0,0,0,2,2,3,16,1,0,0,0,5,0,0,5,182.88,182.88,263,36,0,1,0,0
"Red",0,1,1,2,6,1,0,0,0,0,1,0,1,190.5,200.66,205,28,0,1,0,0,0,1,5,2,20,0,0,0,3,0,3,0,6,187.96,200.66,205,28,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,190.5,155,25,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,172.72,185.42,155,26,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,203.2,205,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,205,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,165.1,157.48,135,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,135,32,0,1,0,0
"Red",0,2,2,0,5,0,0,0,0,2,0,0,2,177.8,180.34,135,30,0,1,0,0,1,0,2,1,8,0,0,0,0,0,2,0,2,172.72,172.72,135,28,0,1,0,0
"Blue",1,0,1,3,7,0,0,0,0,0,2,0,2,182.88,182.88,155,25,0,0,0,1,4,0,1,6,21,0,0,1,0,0,1,0,2,177.8,175.26,145,33,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,177.8,155,26,0,1,0,0,1,0,3,1,10,0,0,0,2,0,1,0,3,180.34,177.8,145,26,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,185.42,145,31,0,1,0,0,0,6,6,0,24,3,0,1,5,0,0,0,6,175.26,177.8,170,29,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,235,34,0,1,0,0,1,0,4,6,30,5,0,0,2,3,8,0,14,190.5,200.66,264,33,0,0,1,0
"Blue",1,0,2,1,5,0,1,0,0,1,0,0,2,177.8,180.34,155,34,0,1,0,0,1,0,5,6,41,2,0,1,1,1,8,0,11,182.88,193.04,170,28,0,0,1,0
"Red",0,1,1,0,1,0,0,0,0,1,0,0,1,182.88,185.42,170,23,0,1,0,0,0,4,4,5,31,0,0,0,2,6,1,0,9,182.88,190.5,170,32,0,1,0,0
"Red",0,5,5,1,15,0,0,0,4,2,0,0,6,177.8,180.34,145,28,0,1,0,0,0,2,2,1,9,1,0,0,2,2,0,0,4,167.64,167.64,145,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,182.88,170,26,0,1,0,0,0,4,4,0,10,0,0,1,1,0,2,0,4,190.5,198.12,205,31,0,1,0,0
"Blue",0,2,2,0,4,0,0,0,1,0,1,0,2,177.8,185.42,145,24,0,1,0,0,0,3,3,1,8,1,0,0,2,1,0,0,3,180.34,190.5,155,25,0,1,0,0
"Red",0,2,2,0,5,0,0,0,1,0,1,0,2,167.64,162.56,125,33,0,1,0,0,0,1,3,1,16,1,0,0,3,1,0,0,4,162.56,165.1,125,28,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,187.96,170,28,0,1,0,0,0,2,2,0,4,0,0,0,1,1,0,0,2,187.96,190.5,170,29,0,1,0,0
"Red",0,2,2,0,4,0,0,1,0,1,0,0,2,167.64,170.18,135,30,0,1,0,0,0,3,3,1,7,1,0,0,1,1,1,0,3,167.64,170.18,125,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,172.72,155,30,0,1,0,0,1,0,1,3,15,0,0,0,2,0,0,0,2,185.42,190.5,155,33,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,185,35,0,0,1,0,1,0,1,1,5,0,0,0,1,0,0,0,1,182.88,195.58,185,31,0,1,0,0
"Red",0,1,2,2,10,0,0,0,1,1,1,0,3,165.1,167.64,135,30,0,1,0,0,0,1,1,2,16,2,0,0,1,0,2,0,3,167.64,170.18,135,33,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,180.34,185,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,200.66,185,28,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,172.72,145,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,165.1,135,26,0,1,0,0
"Red",0,2,4,5,23,1,0,0,0,5,4,0,9,187.96,193.04,242,33,0,1,0,0,1,0,3,2,10,0,0,0,1,2,1,0,4,198.12,200.66,255,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,190.5,185,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,185,29,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,195.58,185,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,200.66,185,25,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,185,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.12,195.58,185,24,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,185,33,0,0,0,1
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,195.58,205,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,180.34,170,30,0,1,0,0
"Red",2,0,1,2,7,0,0,0,0,1,0,0,1,175.26,177.8,145,29,0,1,0,0,2,0,2,5,25,0,0,0,1,1,5,0,7,185.42,187.96,145,28,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,145,29,0,1,0,0,1,0,1,1,4,0,0,0,0,1,0,0,1,172.72,170.18,145,27,0,1,0,0
"Blue",2,0,2,2,6,0,0,0,0,0,2,0,2,170.18,175.26,145,27,0,1,0,0,1,0,1,1,5,0,0,0,0,1,0,0,1,172.72,170.18,145,22,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.42,205,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,185,27,0,1,0,0
"Blue",0,1,3,3,24,1,0,0,4,1,0,1,6,172.72,175.26,155,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,190.5,155,30,0,1,0,0
"Red",1,0,1,2,7,0,0,0,1,0,1,0,2,195.58,208.28,250,26,0,1,0,0,2,0,5,2,14,0,0,0,1,4,0,0,5,190.5,200.66,265,34,0,0,0,1
"Red",1,0,3,1,11,0,1,0,1,1,0,0,3,167.64,177.8,135,29,0,0,1,0,1,0,2,2,7,0,0,0,0,1,1,0,2,167.64,172.72,135,34,0,1,0,0
"Red",0,1,2,2,10,0,0,0,1,1,1,0,3,185.42,185.42,145,29,0,1,0,0,0,1,1,1,7,1,0,0,1,0,1,0,2,170.18,172.72,145,25,0,1,0,0
"Red",0,1,1,1,7,0,0,0,1,1,0,0,2,172.72,180.34,145,27,0,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,172.72,172.72,145,30,0,1,0,0
"Red",1,0,3,3,16,1,0,0,2,2,0,0,4,177.8,185.42,145,26,0,0,1,0,1,0,1,1,5,0,0,0,0,0,1,0,1,180.34,182.88,155,34,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,170,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.045794977604,170,25,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,187.96,155,24,0,0,1,0,0,3,3,0,9,0,0,1,2,0,0,0,3,162.56,180.34,135,28,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,170,29,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,190.5,170,32,0,1,0,0
"Blue",1,0,2,4,17,0,0,0,2,1,1,0,4,182.88,187.96,205,29,0,0,1,0,0,1,1,1,5,0,0,0,0,1,0,0,1,182.88,185.42,185,23,0,1,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,180.34,180.34,170,28,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,180.34,187.96,185,34,0,0,1,0
"Red",1,0,3,5,32,1,0,0,1,4,2,0,7,185.42,193.04,185,29,0,0,1,0,0,10,10,2,58,12,0,1,9,5,2,0,17,180.34,193.04,185,31,0,1,0,0
"Blue",0,5,5,1,21,0,1,2,1,5,0,0,9,175.26,175.26,185,29,0,0,1,0,1,0,5,2,21,2,0,1,1,3,0,0,5,187.96,190.5,170,28,0,1,0,0
"Red",0,1,4,4,32,1,0,0,4,4,2,0,10,182.88,187.96,185,33,0,1,0,0,0,1,6,2,21,0,0,1,2,3,0,1,7,175.26,180.34,170,27,0,1,0,0
"Blue",0,3,3,2,19,0,0,1,2,0,1,1,5,187.96,193.04,185,26,0,1,0,0,0,1,2,1,12,0,0,0,2,0,1,0,3,182.88,187.96,185,34,0,0,1,0
"Red",1,0,0,1,3,1,0,0,0,0,0,0,0,187.96,198.12,155,30,0,1,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,182.88,195.58,155,26,0,0,1,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,33,0,1,0,0,0,1,4,8,30,2,0,1,1,2,0,0,5,180.34,180.34,170,33,0,1,0,0
"Blue",0,4,4,1,14,0,0,0,4,1,0,0,5,177.8,180.34,145,28,0,1,0,0,0,2,2,1,7,0,0,1,0,1,0,0,2,175.26,172.72,145,33,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,23,0,1,0,0,0,1,3,5,28,0,0,1,1,0,4,0,6,185.42,187.96,185,31,0,1,0,0
"Red",0,2,2,0,5,0,0,0,1,1,0,0,2,172.72,182.88,155,27,0,0,0,1,0,1,2,2,13,0,0,0,2,1,0,0,3,172.72,172.72,155,27,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,193.04,155,28,0,1,0,0,1,0,6,4,29,0,0,2,3,1,1,0,7,175.26,180.34,170,28,0,0,1,0
"Red",1,0,1,1,4,0,0,0,0,1,0,0,1,165.1,160.02,135,29,0,1,0,0,0,2,2,1,5,1,0,0,1,0,1,0,2,167.64,170.18,125,27,0,1,0,0
"Red",1,0,1,2,7,0,0,0,0,0,1,0,1,170.18,175.26,135,29,0,1,0,0,2,0,1,5,17,0,0,1,0,1,0,0,2,185.42,182.88,135,31,0,1,0,0
"Red",1,0,3,4,22,0,0,0,2,3,1,0,6,185.42,187.96,205,32,0,1,0,0,1,0,1,7,26,1,0,0,1,3,0,0,4,180.34,187.96,205,36,0,1,0,0
"Blue",0,3,3,1,7,0,0,0,1,2,0,0,3,177.8,182.88,265,38,0,1,0,0,0,4,4,3,19,0,1,0,0,4,4,0,9,210.82,213.36,265,25,0,1,0,0
"Blue",1,0,6,5,46,2,0,1,6,5,0,0,12,177.8,182.88,170,31,0,0,1,0,0,2,2,3,12,0,0,1,0,2,0,0,3,170.18,177.8,155,34,0,0,1,0
"Red",0,1,1,1,4,0,0,0,0,1,0,0,1,175.26,180.34,185,35,0,0,1,0,0,2,4,4,44,1,0,1,6,4,0,1,12,187.96,190.5,170,31,0,0,1,0
"Blue",0,1,1,1,7,0,0,0,1,0,1,0,2,167.64,170.18,135,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,155,31,0,1,0,0
"Red",0,1,1,0,1,0,0,0,0,1,0,0,1,180.34,185.42,170,28,0,1,0,0,0,1,3,3,26,0,0,1,5,1,0,0,7,187.96,193.04,170,31,0,0,1,0
"Blue",0,2,2,1,13,0,0,1,2,1,0,0,4,185.42,187.96,185,25,0,1,0,0,0,1,1,2,12,0,0,0,2,0,0,0,2,182.88,185.42,185,32,0,0,1,0
"Red",0,2,2,0,5,0,0,0,0,0,2,0,2,172.72,172.72,135,28,0,1,0,0,0,1,1,2,14,0,0,1,1,1,0,0,3,170.18,172.72,135,29,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,155,25,0,0,1,0,0,1,1,1,5,0,0,1,0,0,0,0,1,175.26,182.88,155,35,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,195.58,170,28,0,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,182.88,185.42,185,29,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,26,0,1,0,0
"Red",0,4,4,2,24,3,0,2,3,1,0,0,6,180.34,187.96,185,42,0,1,0,0,0,1,8,3,32,4,0,0,5,4,1,0,10,185.42,187.96,185,34,0,0,1,0
"Red",0,1,3,2,12,0,0,0,1,1,2,0,4,167.64,162.56,145,30,0,1,0,0,1,0,1,2,15,2,0,0,1,0,1,0,2,167.64,170.18,135,33,0,1,0,0
"Red",2,0,2,8,30,0,0,0,2,0,3,1,6,180.34,182.88,170,29,0,1,0,0,2,0,3,2,14,1,0,0,1,0,2,0,3,180.34,190.5,170,28,0,1,0,0
"Blue",2,0,3,3,14,0,0,0,2,2,0,0,4,180.34,187.96,170,30,0,0,1,0,1,0,5,6,47,1,0,1,5,6,3,0,15,177.8,185.42,170,35,0,1,0,0
"Red",1,0,2,1,3,0,0,0,0,2,0,0,2,193.04,208.28,240,35,0,1,0,0,2,0,4,3,11,1,0,0,1,3,0,0,4,193.04,198.12,245,29,0,1,0,0
"Red",0,1,1,1,6,0,0,1,0,0,0,0,1,172.72,182.88,155,28,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,185.42,190.5,170,25,0,0,1,0
"Red",0,1,1,4,10,0,0,1,1,0,0,0,2,172.72,177.8,145,31,0,1,0,0,0,2,2,1,5,1,0,0,1,0,1,0,2,167.64,167.64,155,26,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,193.04,155,29,0,1,0,0,1,0,2,7,38,0,0,2,4,1,0,0,7,175.26,177.8,155,28,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,170,27,0,1,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,177.8,187.96,170,29,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,203.2,170,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,170,26,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,23,0,1,0,0
"Red",0,4,4,0,8,0,0,1,1,2,0,0,4,175.26,177.8,135,22,0,1,0,0,0,4,4,0,12,1,0,0,3,0,1,0,4,167.64,177.8,135,26,0,1,0,0
"Red",0,1,4,1,14,0,0,0,2,0,3,0,5,175.26,182.88,155,24,0,0,1,0,0,3,3,1,7,0,0,0,0,3,0,0,3,172.72,177.8,145,29,0,1,0,0
"Red",0,2,2,2,12,0,1,0,1,1,1,0,4,198.12,205.74,205,39,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,1,185.42,200.66,205,32,0,1,0,0
"Red",4,0,1,4,11,0,0,0,0,1,0,0,1,185.42,187.96,170,32,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,180.34,182.88,170,24,0,0,0,1
"Red",0,1,1,0,1,0,0,0,0,1,0,0,1,185.42,185.42,205,31,0,1,0,0,0,3,3,1,9,0,0,0,1,3,0,0,4,187.96,190.5,185,31,0,1,0,0
"Blue",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,180.34,155,25,0,1,0,0,1,0,4,4,22,0,0,0,1,1,4,0,6,185.42,185.42,155,27,0,1,0,0
"Blue",1,0,3,2,15,0,0,1,2,1,0,0,4,175.26,180.34,155,33,0,1,0,0,1,0,3,1,4,0,0,0,0,0,3,0,3,182.88,185.42,155,24,0,1,0,0
"Red",3,0,0,3,7,0,0,0,0,0,0,0,0,180.34,187.96,145,24,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,172.72,175.26,145,24,0,1,0,0
"Red",1,0,1,1,4,0,0,0,0,1,0,0,1,180.34,180.34,205,31,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,185.42,185.42,185,30,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,170.18,167.64,135,25,0,0,1,0,1,0,1,2,5,0,0,0,0,0,1,0,1,167.64,167.64,125,30,0,1,0,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,167.64,167.64,125,29,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,162.56,162.56,125,29,0,1,0,0
"Red",2,0,5,4,47,6,0,0,6,2,1,0,9,167.64,172.72,145,31,0,1,0,0,0,3,3,0,11,3,0,0,2,1,0,0,3,170.18,177.8,145,26,0,1,0,0
"Blue",0,1,2,2,11,0,0,1,0,2,0,0,3,187.96,190.5,205,36,0,0,1,0,1,0,5,3,44,4,1,3,3,5,0,0,12,182.88,190.5,205,33,0,1,0,0
"Blue",0,1,1,1,2,0,0,0,0,1,0,0,1,193.04,203.2,264,33,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,193.04,203.2,265,32,0,1,0,0
"Blue",0,2,5,4,34,1,0,0,4,1,6,0,11,185.42,182.88,170,35,0,0,1,0,0,1,8,3,47,1,0,1,9,1,3,0,14,182.88,193.04,170,34,0,1,0,0
"Red",2,0,0,2,6,0,0,0,0,0,0,0,0,165.1,162.56,125,28,0,1,0,0,1,0,3,1,13,1,0,0,2,1,0,0,3,162.56,165.1,125,28,0,0,1,0
"Blue",1,0,4,3,22,0,0,2,1,1,1,1,6,177.8,177.8,155,31,0,0,1,0,0,1,3,6,42,0,0,2,5,1,3,0,11,177.8,180.34,155,29,0,0,1,0
"Red",3,0,0,3,7,0,0,0,0,0,0,0,0,182.88,190.5,170,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,187.96,170,30,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,155,26,0,1,0,0,0,1,5,3,21,0,0,2,3,0,1,0,6,175.26,180.34,155,32,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,155,34,0,1,0,0,0,1,6,6,35,0,0,1,2,5,2,0,10,175.26,185.42,155,36,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,135,23,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,1,167.64,167.64,125,28,0,1,0,0
"Blue",1,0,1,2,7,0,0,0,1,0,0,0,1,172.72,172.72,135,31,0,1,0,0,0,2,2,1,8,0,0,1,0,1,0,0,2,170.18,175.26,135,28,0,1,0,0
"Red",0,3,3,0,6,1,0,0,1,2,0,0,3,160.02,167.64,135,28,0,1,0,0,0,2,2,2,22,2,0,1,3,0,0,0,4,160.02,167.64,125,26,0,1,0,0
"Blue",0,2,2,0,3,0,0,0,0,0,1,1,2,187.96,193.04,205,33,0,1,0,0,2,0,3,4,33,4,0,1,3,3,0,0,7,185.42,185.42,205,34,0,1,0,0
"Red",0,2,4,1,14,0,0,0,2,2,2,0,6,185.42,185.42,155,29,0,1,0,0,0,2,2,1,7,0,0,1,0,1,0,0,2,177.8,182.88,170,25,0,1,0,0
"Blue",0,3,3,0,6,0,0,0,1,1,1,0,3,172.72,180.34,145,30,0,1,0,0,0,2,2,0,4,0,0,0,1,1,0,0,2,177.8,180.34,155,24,0,0,1,0
"Red",0,2,4,4,29,0,0,0,4,2,3,0,9,177.8,172.72,155,29,0,1,0,0,0,3,3,3,25,0,0,1,3,1,1,0,6,177.8,182.88,155,28,0,1,0,0
"Red",1,0,2,1,9,0,0,1,1,0,0,0,2,180.34,177.8,145,29,0,1,0,0,2,0,4,7,44,0,0,2,2,1,4,0,9,170.18,177.8,155,31,0,1,0,0
"Red",1,0,2,4,23,1,0,1,3,3,0,0,7,182.88,187.96,205,42,0,1,0,0,1,0,5,3,22,1,0,0,4,3,0,0,7,187.96,187.96,205,29,0,1,0,0
"Blue",1,0,1,1,5,0,0,0,0,1,0,0,1,182.88,190.5,260,28,0,0,1,0,1,0,4,1,12,0,0,0,2,1,0,1,4,185.42,185.42,255,36,0,1,0,0
"Blue",2,0,0,2,6,0,0,0,0,0,0,0,0,182.88,193.04,170,33,0,1,0,0,1,0,1,1,3,0,0,0,0,0,1,0,1,185.42,200.66,170,28,0,1,0,0
"Red",0,1,4,4,40,1,0,1,4,8,0,0,13,185.42,190.5,185,33,0,1,0,0,1,0,3,6,25,5,0,0,0,7,2,1,10,182.88,187.96,185,35,0,0,1,0
"Blue",0,1,3,4,17,1,0,0,3,1,2,0,6,187.96,193.04,185,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,185.42,185,30,0,1,0,0
"Red",0,1,1,2,9,0,0,0,1,1,0,0,2,193.04,198.12,265,31,0,1,0,0,0,1,4,5,21,1,0,0,0,5,3,0,8,187.96,193.04,242,33,0,1,0,0
"Blue",0,2,2,0,6,0,0,0,1,0,1,0,2,177.8,177.8,155,24,0,1,0,0,0,2,2,5,30,0,0,0,4,1,2,0,7,170.18,172.72,145,28,0,1,0,0
"Red",1,0,0,1,3,0,0,0,0,0,0,0,0,182.88,182.88,145,34,0,1,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,170.18,185.42,145,25,0,1,0,0
"Red",0,2,2,0,5,0,0,0,1,1,0,0,2,185.42,193.04,170,27,0,1,0,0,0,2,2,0,6,0,0,1,1,0,0,0,2,185.42,190.5,185,24,0,1,0,0
"Blue",0,1,4,4,26,0,0,1,3,1,1,0,6,172.72,172.72,155,28,0,1,0,0,0,1,1,2,15,0,0,1,2,0,0,0,3,167.64,170.18,145,30,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,145,24,0,0,1,0,1,0,4,1,13,0,0,1,1,2,0,0,4,180.34,190.5,155,26,0,1,0,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,187.96,198.12,185,30,0,1,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,182.88,187.96,205,26,0,0,1,0
"Red",1,0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.652663057245,155,26,0,1,0,0,1,0,1,1,4,0,0,0,0,1,0,0,1,175.26,177.8,155,34,0,0,1,0
"Blue",0,1,7,1,13,2,0,0,1,7,0,0,8,185.42,195.58,240,30,0,1,0,0,0,9,9,0,16,2,0,0,2,7,0,0,9,193.04,195.58,238,28,0,1,0,0
"Red",0,1,3,4,22,0,0,0,0,2,7,0,9,177.8,180.34,155,28,0,1,0,0,1,0,7,3,31,0,0,0,4,2,4,0,10,172.72,180.34,155,29,0,0,1,0
"Blue",0,4,4,1,13,0,0,1,2,1,0,0,4,180.34,185.42,185,33,0,1,0,0,0,4,4,3,24,0,0,1,3,3,0,0,7,182.88,187.96,185,31,0,1,0,0
"Red",0,4,4,4,25,0,0,1,0,4,3,1,9,187.96,185.42,185,28,0,1,0,0,0,1,4,4,41,1,0,1,5,4,0,1,11,187.96,190.5,170,31,0,0,1,0
"Blue",0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,195.58,185,28,0,0,1,0,1,0,5,7,39,0,0,1,2,7,2,0,12,180.34,187.96,185,32,0,0,1,0
"Blue",0,1,1,2,8,0,0,0,0,1,0,0,1,170.18,175.26,135,28,0,1,0,0,0,2,2,1,4,0,0,0,0,1,1,0,2,167.64,172.72,135,34,0,1,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,172.72,175.26,135,29,0,1,0,0,0,2,2,0,2,0,0,0,0,1,1,0,2,172.72,172.72,135,23,0,1,0,0
"Blue",1,0,2,2,8,0,0,0,0,1,1,0,2,172.72,182.88,155,28,0,1,0,0,1,0,5,7,29,0,0,2,2,6,0,1,11,175.26,172.72,155,29,0,1,0,0
"Blue",0,1,1,0,1,0,0,0,0,0,1,0,1,177.8,185.42,145,24,0,1,0,0,0,3,3,2,13,1,0,0,2,2,0,0,4,177.8,185.42,145,26,0,0,1,0
"Blue",1,0,1,1,4,0,0,0,0,1,0,0,1,190.5,200.66,260,27,0,1,0,0,0,1,1,1,6,0,0,0,1,0,1,0,2,195.58,208.28,250,26,0,1,0,0
"Blue",0,2,2,1,6,0,0,0,1,1,0,0,2,180.34,175.26,155,21,0,1,0,0,3,0,1,5,18,0,0,1,0,0,1,0,2,177.8,175.26,145,33,0,1,0,0
"Blue",0,1,1,0,1,0,0,0,0,1,0,0,1,167.64,167.64,125,28,0,1,0,0,0,3,3,1,15,0,0,1,3,0,0,0,4,160.02,160.02,125,31,0,0,1,0
"Red",1,0,5,1,13,0,0,0,1,4,0,0,5,190.5,200.66,265,34,0,0,0,1,0,1,2,3,15,1,0,0,0,4,0,0,4,182.88,182.88,263,36,0,1,0,0
"Red",0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,195.58,155,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,180.34,155,25,0,1,0,0
"Red",1,0,0,1,2,0,0,0,0,0,0,0,0,193.04,200.66,250,29,0,0,1,0,1,0,1,5,15,0,0,0,1,3,0,0,4,180.34,187.96,235,33,0,1,0,0
